,actual,XGCensus,XGCombined
112,3.1354942159291497,3.0920322,2.7911484
113,4.543294782270004,3.6886823,4.242235
114,6.806829360392176,6.572192,6.604071
115,4.634728988229636,4.2299447,4.064333
116,5.777652323222656,5.6177583,5.5472136
117,1.9459101490553132,3.8474734,4.231979
118,5.799092654460526,5.6878095,6.235516
119,4.532599493153256,4.121034,3.918222
120,6.359573868672378,5.955098,5.681595
121,4.382026634673881,4.3334036,3.6861625
122,5.0689042022202315,4.8499775,4.529465
123,5.575949103146316,4.732629,5.0062156
124,6.056784013228625,6.1862354,6.546524
125,4.90527477843843,4.0869837,4.2724524
126,4.709530201312334,5.3953066,4.735774
127,4.584967478670572,4.8281074,5.1835756
128,5.247024072160486,5.0047092,4.5439897
129,5.075173815233827,4.4523954,4.9565315
130,3.970291913552122,3.6302538,3.682304
131,4.976733742420574,5.2854934,4.99903
132,3.58351893845611,3.4268215,3.887784
133,3.9318256327243257,4.2510037,3.9972453
134,0.6931471805599453,3.3870225,3.2710645
135,3.4965075614664802,3.6354048,3.8690922
136,4.653960350157523,4.125141,4.3487334
137,5.723585101952381,5.2851434,5.313909
138,4.430816798843313,4.076969,3.6662242
139,0.0,0.08736839,0.66753405
140,3.6635616461296463,3.4180372,3.4557388
141,5.963579343618446,5.2348557,4.7537403
142,6.602587892189336,5.5953217,5.7378755
143,3.295836866004329,2.5441086,3.1925771
144,1.0986122886681098,0.19668756,0.7550628
145,6.431331081933479,6.254593,6.6911983
146,3.828641396489095,4.0697556,3.5540633
147,3.091042453358316,2.851298,2.663245
148,4.02535169073515,4.54427,5.0344186
149,4.465908118654584,4.5665083,4.3584747
150,0.0,0.5009681,0.20823118
151,6.478509642208569,6.268416,6.3837385
152,2.833213344056216,2.9917085,3.1064537
153,4.859812404361672,5.222908,5.473886
154,3.332204510175204,3.7953687,3.5406868
155,4.653960350157523,4.5210476,5.1025133
156,4.812184355372417,4.591874,3.798288
157,5.673323267171493,5.206384,5.367546
158,3.4339872044851463,3.5914135,3.8605237
159,4.59511985013459,4.5190983,4.628644
160,4.189654742026425,3.4894047,3.656373
161,3.367295829986474,3.2269182,3.3065345
162,4.700480365792417,4.5909514,4.0698853
163,3.332204510175204,3.6316667,3.3754392
164,5.638354669333745,5.2245135,5.1973205
165,3.1354942159291497,3.0403113,3.338448
166,4.04305126783455,3.4051101,3.4468532
167,6.102558594613569,5.478326,5.354532
168,3.6109179126442243,4.0517006,3.8101137
169,5.765191102784844,5.3506265,4.826907
170,4.343805421853684,4.4708967,4.4961085
171,6.113682179832232,5.888054,5.938482
172,5.814130531825066,6.105886,5.862732
173,2.833213344056216,2.848966,3.1440403
174,4.574710978503383,4.7104588,4.6176963
175,5.991464547107982,3.55231,4.679312
176,4.990432586778736,4.9769464,4.572284
177,7.124478262493424,6.7564154,6.421671
178,5.342334251964811,4.8704834,4.6232896
